auction_id	auction_description	round	item_name	item_description	pwb_amount	net_pwb_amount	pw_bidder	round_of_pwb	previous_pw_bidder	round_of_previous_pwb	previous_pwb_amount	previous_net_pwb_amount
73	700 MHz Band	261	WU-REA007-C	Alaska	1783000.00	1337250.00	Triad 700, LLC	40	SAL Spectrum, LLC	39	1701000.00	1701000.00	
73	700 MHz Band	261	WU-REA008-C	Hawaii	36138000.00	36138000.00	Cellco Partnership d/b/a Verizon Wireless	30	SAL Spectrum, LLC	4	2799000.00	 	
73	700 MHz Band	261	WU-REA009-C	Guam, Northern Mariana Islands	 	 	 	 	 	 	 	 	
73	700 MHz Band	261	WU-REA010-C	Puerto Rico, US Virgin Islands	3124000.00	2343000.00	Triad 700, LLC	30	Kurian, Thomas K	29	2605000.00	 	
73	700 MHz Band	261	WU-REA011-C	American Samoa	 	 	 	 	 	 	 	 	
73	700 MHz Band	261	WU-REA012-C	Gulf of Mexico	1055000.00	791250.00	Small Ventures USA, L.P.	20	SeaBytes, L.L.C.	19	903000.00	677250.00	
73	700 MHz Band	261	WP-NWA511-D	Nationwide	472042000.00	472042000.00	QUALCOMM Incorporated	1	 	 	 	 	
73	700 MHz Band	261	Package 50 States	REAGs 1 - 8	 	 	 	 	 	 	 	 	
73	700 MHz Band	261	Package Atlantic	REAGs 10 & 12	 	 	 	 	 	 	 	 	
73	700 MHz Band	261	Package Pacific	REAGs 9 & 11	550000.00	412500.00	Club 42 CM Limited Partnership	90	Kurian, Thomas K	89	532000.00	399000.00	
